,premise,hypothesis,label,aug_type
188755,A homeless man curb up a sign with his request for money and his reasons for asking.,A homeless man is standing in a plaza asking for help.,1,synonym_w2v
114125,A small pawl carries a yellow clump through with the grass.,A dog runs away with a ball.,1,synonym_w2v
172473,A waitress wearing black is talking to a man who is wearing a red shirt and bandanna.,A waitress wearing black is talk to a man who is wearing a violent shirt and bandana.,1,synonym_w2v
198079,A man and a woman that is holding flowers smile in the sunlight.,a man who and a little woman that is holding flowers either smile in the sunlight.,2,bert_insertion
446572,A red team and a white team are playing football.,A boy is playing with this dog.,2,bert_replacement
547026,Tiddler rides high on fair swing music.,Kid rides a horse at the fair.,2,synonym_w2v
231140,A man in a pair about jeans and a yellow shirt with a paper hanging out about his back pocket enjoys a laugh with a man in jeans and a white shirt at what looks like a meeting coming to an end.,The men are making fun about someone else.,1,bert_replacement
455123,A man and a child and a bucket of paint.,No humans,2,bert_replacement
466425,Two women workers sitting on tables.,The women are walking up the stairs.,2,bert_replacement
355849,Lady with ball hat covering her face and head standing on a rock in front of the ocean with red sandals.,The lady with the ball hat is coming from the water.,2,back_translation
229381,A man in snow meteorological gears is lying in the snow in front of a door.,A lot of homber rides a bike.,2,back_translation
91766,Two black dogs playing in the grass.,in two black dogs playing in among the grass.,0,bert_insertion
325635,A woman is playing tennis while she's sitting in the grass.,"The woman is eating a cone of ice cream, enjoying the sunny day",2,back_translation
545605,People carrying small instruments are standing on a corner.,People are carrying small instruments.,0,bert_replacement
21489,A boy on a scooter.,A male child on a iceboat.,0,synonym_w2v
446432,People are seated outdoors to view someone on stage.,people at concert,1,bert_replacement
341517,Two men celebrating a win of a game.,Two male football players are licking their wounds after a hard loss.,2,bert_replacement
431657,A woman in a black jacket and jeans is rolling rolls on a track.,A woman who will have fun in roller vesicles.,1,back_translation
421147,A gray-haired woman in a yellow jacket looks at vegetable produce at a farmer's market stall.,a thin gray - haired asian woman in a yellow lab jacket looks at vegetable produce at a norwegian farmer's sunday market stall.,0,bert_insertion
60503,Two ethnic men are talking outside under a tree.,Ii ethnic manpower are talking outside under a tree.,0,synonym_w2v
364835,An Asian girl who fights with pans.,Little boy hitting metal.,0,back_translation
372818,A man shooting a bow and arrow at a target.,The man is practicing.,1,bert_replacement
138136,A man wearing protective clothing exist be bitten on the arm by a blackguard.,A man is helping to train a dog for the military.,1,synonym_w2v
433668,A smiling child slides down a slippery tube slide,a smiling child whom slides down a slippery tube will slide,2,bert_insertion
169748,Young students and adults Edit awaiting a presentation.,people Edit,0,bert_replacement
476017,A brass quintet is playing music.,a community brass quintet is taught playing music.,0,bert_insertion
186906,A girl in a flower dress is carrying a pink bucket along a path next to the fence.,A girl collects rocks in the cube.,1,back_translation
131032,A martial arts group practicing some kicks.,A martial arts group is practicing kicks.,0,bert_replacement
116611,A surfer does a flip on a wave.,a surfer does a flip flop on a sea wave.,0,bert_insertion
147946,A child getting a picture to people dressed as Mr. and Mrs. Clause.,A young boy is waiting in line.,2,bert_replacement
35224,women ride bicycles through the village.,A woman walking through a village.,2,back_translation
167046,even two people searching for something safe in the surrounding woods in winter time.,Two people are outside in the wintertime.,0,bert_insertion
319534,Two people are enjoying drinks while having a conversation with one another outdoors.,Deuce people are love drinks while having a conversation with one another outdoors.,2,synonym_w2v
306039,A woman is looking over the ledge.,A woman is climbing a rock wall.,2,back_translation
429618,People in a dark room that has walls illuminated by greenish christ within and one person be holding up their cellphone.,A nearly dark room lit only by the soft light at it's walls and a cell phone held by one of the people inside it.,0,synonym_w2v
522020,"Man with tan detonator, suit jacket and plaid shirt behind a picture in an outdoor scene with former citizenry in the background.",A man is holding apples.,2,synonym_w2v
365156,a young blond boy and girl in swimsuits are playing with outside a volleyball club at the same beach.,People are winning in beach volleyball.,1,bert_insertion
263204,player number 0 12 in faded blue throws the ball directly back into play.,Player #12 throws a ball to another player who immediately scores.,1,bert_insertion
171832,A group of three woman and one isle of man peer into a storehouse window.,A man and three women look into a store.,0,synonym_w2v
512671,A man looking over the spatella while he was on a motorcycle.,The man who looks back,0,back_translation
14971,A young lady with a pink tank top jumps on her skateboard.,There's a woman.,0,back_translation
38904,A woman in an orange suit sits in front of a low wall among baskets of vegetables that include potatoes.,A woman sits in a food market.,0,bert_replacement
234005,Women riding bikes on a city street.,six women stood riding bikes on a city street.,1,bert_insertion
257812,The traffic is zooming behind the woman wearing a yellow jersey.,Cars passing through a yellow calf,1,back_translation
224289,A man in a green hat sitting on a bench.,A man in a dark green hat sitting on a work bench.,1,synonym_w2v
436748,Two men rest on their luggage.,Three women sitting next to the luggage,2,back_translation
170075,The students are inside a conference room.,The students are inside.,0,back_translation
346098,toddler siting in a swing at the park with a yellow sippy cup.,or toddler siting in by a swing at the park with a special yellow sippy drinking cup.,2,bert_insertion
34799,Group of girls playing a soccer game.,group consisted of girls playing a soccer simulation game.,0,bert_insertion
159999,Five children playing on a neighborhood street.,Five child flirt on a neighborhood street.,0,synonym_w2v
511840,A teenage girl balances on a gymnastics beam.,The girl is bowling at the bowling alley.,2,bert_replacement
463038,A lady playing music on her harp.,saw a lady playing music herself on her harp.,2,bert_insertion
195568,A young girl from Alas Angela offers brochures to Cirque de Soleil.,The woman is delivering books.,2,back_translation
538403,"A man plays music on a banjo, in front of a store.","imagine a man plays music come on over a banjo, in front of a store.",2,bert_insertion
287261,"Outdoors, three charwoman walk towards the tv camera as one of them pushes a baby carriage.","Outdoors, three women walk towards the camera during a photo shoot.",1,synonym_w2v
515804,a lonely skateboarder skating by a rail near some stairs.,Skateboarder skateboard is,1,back_translation
360241,A radical of people wearing tender clothes are having a company outside.,The people are having fun.,1,synonym_w2v
380401,A distaff soccer instrumentalist in a yellow uniform in a association football field.,A female soccer player on a field.,0,synonym_w2v
283312,A young child rides her motorcycle along the road.,A girl is riding her motorcycle to the park.,1,bert_replacement
516418,A black woman taking a picture.,A black woman carry a picture show.,0,synonym_w2v
448040,A woman with large sunglasses happens to be hula hooping.,a black woman with overly large framed sunglasses happens to be hula hooping.,2,bert_insertion
274262,Girl walking along the top of wooden piles placed in sand on a beach.,The baby swings over the wooden poles.,0,back_translation
67670,We see the side-view of a hispanic lady sitting down at a table and sewing.,we just see the side - plate view of a hispanic lady sitting down women at a side table and sewing.,1,bert_insertion
409908,Plants or shrubs have not been cut and are in too much.,Someone's trying to cut the plants.,1,back_translation
89855,A person is sitting on a ledge by a book in a city.,A person by the book.,0,bert_replacement
83924,"A man and his friend found in a mountain near Bakersfield, California.",Two people are outdoors.,0,bert_replacement
260186,A man is checking the meat he prepared on the grill.,a homeless man inside is checking the meat plate he prepared on the grill.,1,bert_insertion
356598,A man holds a plate of food in a lunch park.,A man is sleeping in bed at home.,2,back_translation
268145,A woman puts the firewood in social club.,The woodpile resemples a pyramid.,1,synonym_w2v
456748,a charwoman with a drum smiling,A woman smiling while playing drums.,1,synonym_w2v
8355,A man with a Mohawk head wears a backpack at a college campus.,A man rubs his bald head.,2,bert_replacement
226966,two dogs playing pool with a basketball ball in a puddle.,Dogs trying to get their ball out of the water.,1,bert_insertion
178441,"three soccer east players, one is currently wearing a white plaid shirt another is wearing a maroon shirt and the third is wearing completely a bright yellow shirt, are all staring directly at the soccer green ball.",They are ready to play some football.,2,bert_insertion
274710,A little miss is use a Lexmark Printing machine box as a fort.,a girl using a box as a fort,0,synonym_w2v
357666,A man falls asleep with his head on a table while listening to headphones.,a man here falls slowly asleep with his head on against a table stool while listening to headphones.,0,bert_insertion
362054,A person flies backward off a blue raft near rapids.,A soul flies backward murder a blue raft skinny rapids.,0,synonym_w2v
482952,meanwhile the attractive man in the blue striped shirt is taking a small picture and is reportedly very happy.,a tourist snaps a quick shot,1,bert_insertion
30360,Two kids ride a red-game vehicle in a real gas station.,They're riding in a car in a yard.,2,back_translation
218809,"A man dressed in slacks and a tie is riding a bicycle, followed by another man doing the same, with a Walmart in the background.","A man dressed in slacks and a tie up is riding a bike, followed by another man cause the same, with a Walmart in the background.",1,synonym_w2v
389193,A man sitting on the story looks ko'd a large window.,A man is watching his relatives outside.,1,synonym_w2v
490821,"a man appears dressed in solid black, with two full cheeks, this is blowing into an instrument.",The man is sewing a button back onto his vest.,2,bert_insertion
361435,"Woman with hair in low ponytail, with the number 43 on her leg, is lost wearing green shoes and a green outfit.",A person is lost in a marathon.,0,bert_replacement
314845,then a man approaching looks in a bag near some grocery freight carts and a bike.,A man is near some grocery carts.,0,bert_insertion
28720,A person performing watersports gets up from his apparatus.,A person is napping in their bed.,2,bert_replacement
371948,A man and a woman smile during a meal.,Two people eat and smile at each other.,0,back_translation
174962,A father and two children in the pool at a water playground.,A father and two children watching television at home.,2,bert_replacement
528819,The lady with the shopping cart is surrounded by galore toys and various children's bikes.,A woman goes shopping in a dress shop.,2,back_translation
211505,A boy in a red shirt at Walmart is checking out his items for purchase.,a small boy in a bright red plaid shirt at walmart is checking him out his items for purchase.,1,bert_insertion
157662,The woman is standing with her arms folded by a blue door.,The womanhood is standing with her arms folded by a blue door.,0,synonym_w2v
145839,"Small children with non white hair, dressed in brownish smocks with sandals create faces as they dance.",Children dressed in tutus and tights dance a ballet.,2,synonym_w2v
504065,A woman with shoulder length black hair is reading a magazine.,A woman with shoulder joint length grim hair is reading a powder magazine.,2,synonym_w2v
45302,A fashion model is posing for the camera wearing a revealing top.,a fashion room model is shown posing onstage for the camera wearing a revealing top.,1,bert_insertion
192283,A closeup of a man and a woman with culverts with alfins on them,"A closeup of a man and a woman who wear culverts with alfins on them, and have pickles on their face.",1,back_translation
375878,A bearded man wearing a painter's cap is playing the xylophone on the side of a busy walkway.,a bearded older man wearing mostly a painter's shoulder cap is playing near the xylophone nervously on the side of a busy walkway.,2,bert_insertion
424709,A group of military personnel are playing in a brass quintet.,A group of military personnel are sleeping outside.,2,bert_replacement
291671,An old man with a can is standing next to a counter.,One person is waiting for the cashier to check.,1,back_translation
450055,A wakeboarder is leaping into the air whilst holding onto a yellow rope.,A wakeboarder be leaping into the air whilst holding onto a sensationalistic rope.,0,synonym_w2v
86126,The photographer is playing tug-of-war with a dog.,The lensman is playing tug - of - war with a dog.,1,synonym_w2v
207019,"A brown dog, a black dog and a black and white dog are in a grassy field","A brownish dog, a sinister dog and a black and white dog are in a grassy field",0,synonym_w2v
88750,Man cleans roller coaster.,Man cleans roller coaster.,0,synonym_w2v
416085,A dog laying in the snow.,a dog is laying in the fresh snow.,0,bert_insertion
301862,A doctor who takes blood pressure for the patient.,The doctor is examining the patient's eyes.,2,back_translation
195764,Two dogs look at each other as they stand on the dirt.,The two dogs are standing on the grass.,2,back_translation
69471,"A small girl is going up outside steps wearing a red dress, and there are bicycles on the other side of the railing.",A girl is climbing the hill to a church in a red dress.,1,bert_replacement
409280,"A woman with a multicolored dress, earring and gray tank top is smiling.",The woman is happy.,1,bert_replacement
174706,a man wearing headphones is spotted checking the camera screen of using a handheld device while on patrolling the street.,Bob was wearing his headphones.,1,bert_insertion
325932,A small child bends down to touch a white dog.,A small child stoop down to touch a whitened dog.,2,synonym_w2v
10583,Man in business garb speaks into a microphone.,A homeless man is talking incoherently to himself.,2,synonym_w2v
75648,The lady is tossing the balls and looking up.,the lady upstairs is tossing the balls anyway and looking up.,2,bert_insertion
220698,a young man wearing a red Pokemon shirt carrying a small red box,asked a young man wearing a red pokemon white shirt carrying a small bright red box,0,bert_insertion
240331,Traffic is present on the road and people wait to cross the road.,Chickens are crossing a road.,2,back_translation
331796,where a person is drawing on body art out on someones arm.,The person is drawing body art on an arm,0,bert_insertion
111974,The woman is babble out to someone.,A woman is talking.,0,synonym_w2v
354181,"A guy with a white shirt, sunglasses and black pants rides his skateboard on a street with lots of trees in the background.",A guy's riding a skateboard on a street so he can get home.,1,back_translation
350335,A man is on top of a roof fixing it.,The man is lying on the roof.,1,bert_replacement
317115,Police tickets on the same motorcycle.,There was no police officer.,2,back_translation
506076,"In a park scene, one man is jumping over an object on a skateboard while another man kneels with a camera to take a photo of the jump.",The skateboarder just tipped over.,2,bert_replacement
547086,A radical of people sit down on a bench outside that looks like a tree trunk.,A group of people sitting on a bench outdoors.,1,synonym_w2v
124173,A young construction worker in a hard hat uses a hammer d'air to break big rocks while two of his collaborators remain standing.,a group of men perform construction works,1,back_translation
351081,Two men wear gray shirts and red hats embody working with cementum.,Two people are laying pavement.,1,synonym_w2v
260620,say a little boy in the very air above another boy sitting on the ground below where a soccer ball lies at first his feet with always the soccer net behind them.,The boy on the ground is wearing goalie gloves.,1,bert_insertion
89723,a white priest delivering the mass in a church.,A priest is preaching,0,bert_insertion
468408,"There is a suit, shoes and accessories in a display window in the road.","there is a simple suit, my shoes and accessories put in a display window off in the road.",1,bert_insertion
150816,"Four cowboys are sitting at a ranch with a bottle of whiskey in the middle of a rodeo, while a man on a horse trots by behind them.",Four cowboys sit at a ranch.,0,bert_replacement
269538,usually a large group of people fly kites on a hot sunny mountain day.,A beach with lots of people flying kites.,1,bert_insertion
312290,Deuce women talking in an outdoor setting.,There are people chatting outside.,0,synonym_w2v
450609,a small tan dog running on the grass with a ball in his mouth,A cat has a ball.,2,bert_replacement
225221,Two men and a woman having an argument in a street market.,People scream in a store.,2,back_translation
401615,"When cars are all self driving, or we move away from commuting too much as we do, these will be seen only in museums.",Two cows eating grapes.,2,bert_replacement
392184,a group of people was entering from a building.,There is more than one person going indoors,0,bert_insertion
318158,A man sits behind a music stand playing the guitar while people perform in the background.,A man sits behind a music standstill play the guitar while people perform in the desktop.,1,synonym_w2v
530621,A man standing in front of a microphone with a brick wall at his back has his hand across his eyes.,A man standing in figurehead of a microphone with a brick wall at his binding has his helping hand across his eyes.,2,synonym_w2v
224685,A snowboarder grinding up a homemade ramp.,The snowboarder is a woman.,1,synonym_w2v
339442,A man in red shirt and skateboard shoes from the top of a small building.,A man is skateboarding to practice his skills.,1,back_translation
97500,A young woman in a white shirt and glasses talks to a group of people.,A young woman in a whitened shirt and glasses talks to a group of people.,1,synonym_w2v
127499,"A man walks along a cobblestone path, next to a large else wall.",there is something else in the picture,0,bert_replacement
177765,A man installs a glass window of the leaf.,An uncle is being paid to do jobs.,1,back_translation
549317,A baseball player is following instructions with an action nearby a teammate.,There is only one player in todays baseball game.,2,bert_replacement
210546,A man sitting on an empty train,suddenly a man is sitting on an empty train,2,bert_insertion
109499,A bagpipe street performer in front of a entrepot windowpane.,The street performer is playing with fire.,2,synonym_w2v
475211,two young boys only wearing shorts also play cards outside while a police officer watches.,A cop watches as two kids play outdoors.,0,bert_insertion
314577,A girl in a pink suit looking at a green balloon.,A girl is looking up in the air.,0,bert_replacement
33743,there a man bows goodbye to a woman in a yellow skirt on the street scene while some others look on.,The man slaps the woman in the street as others watch.,2,bert_insertion
168990,A girl with black hair in a swimming pool.,a girl playing with dirty black hair in a swimming pool.,2,bert_insertion
126576,A valet de chambre is gesturing terminated some sort of platform.,a man is showing his hands over a platform,0,synonym_w2v
147438,Two dogs running through a grassy field.,Deuce dogs running through a grassy field of study.,0,synonym_w2v
303269,Two friend walking among the phantom of the trees.,Two friends are walking among trees to their campground.,1,synonym_w2v
546818,A brown dog lays in the snow while posing for a picture.,a skinny brown dog lays in the melting snow while always posing for a picture.,2,bert_insertion
150317,One little boy sitting in a forklift in a construction area encountered something very dangerous.,A child is in a construction area risking his life.,0,bert_replacement
191173,Two young men one in a yellow sweatshirt and the other has no top on they are tossing a piece of green material.,two tanned young men one in of a light yellow sweatshirt and though the other has no top on they each are tossing a piece of green material.,0,bert_insertion
169847,father teaches her daughter what to hand cook on to a camping trip.,The father is teaching the girl how to cook hot dogs.,1,bert_insertion
79317,a compact young woman wearing sunglasses... and several necklaces sipping drinks from over a bottle of water in an outdoor setting.,The woman is drinking tea.,2,bert_insertion
352832,A little girl learning to swim.,A little girl learning to swim at her first class.,1,bert_replacement
225170,A white-shirted man runs in a race while a woman watches him.,L'home is in the first place.,1,back_translation
268073,"Three guys wearing yellow reflective vests, are carrying blue buckets.","three guys all wearing yellow reflective camouflage vests, six are carrying blue buckets.",1,bert_insertion
181225,A person walking in the snow with a forest of trees in the background.,A person walk in the snow with a forest of tree in the desktop.,1,synonym_w2v
277215,"A man wearing a blue beret, tan shirt and shorts laughing.","a man who wearing not a dark blue beret, tan shirt and shorts laughing.",1,bert_insertion
329345,"A young man inverts a mask of welders as a crowd looks, a message of six packs, barbecue and chalk in the background.",The baby's sitting at a table.,1,back_translation
58499,abruptly an old man is suddenly standing outside an adult store.,An old man is at church.,2,bert_insertion
67483,An old scarabized lady has a young man's hand.,An old dark lady is walking alone.,2,back_translation
448577,A man dressed in red and black rides a surfboard.,A man is jogging on the beach.,2,back_translation
45504,A man walks toward a car in a parking lot.,A man is sitting in the parking lot in tears.,2,bert_replacement
475572,A very good man dress deboute in the middle of a room with a lot of people dressed casually.,An overdressed man is on an informal adventure.,0,back_translation
292334,A dog holds an orange rag in his mouth while running.,a black dog holds an orange filter rag in his mouth while ostensibly running.,0,bert_insertion
322223,A man and woman walking together through a wooded area swinging a child by arms.,like a beautiful man and old woman walking together through a large wooded area swinging a child by arms.,2,bert_insertion
335507,A small barefoot boy stand on a circular flat decorative stone in the midst of a pebbled area that be voice of a patio in a garden field.,the boy is sitting in his bed at home,2,synonym_w2v
209498,A little girl playing with a tomato in a closet in a room and a boy jumping over someone in a bed.,The person the lot is jumping over is his dad.,1,back_translation
282210,man complete in white clothes hugs a woman in a more tourist fun setting.,A man in white hugs a woman.,0,bert_insertion
458121,Two men play drums with sticks while another man plays a horn.,Several musicians begin to play the instruments.,0,back_translation
145950,a person in an orange jean jacket standing on to a ladder near a different large looking metal object.,A worker is standing on a ladder reaching for a large pipe.,1,bert_insertion
212976,Two women and 1 man walking across the street.,Ii women and 1 man walking across the street.,2,synonym_w2v
541878,"A group of male musicians are playing instruments, including guitar and drums.","A group of male musicians are playing television, including guitar and drums.",2,back_translation
27843,Young roller hockey player takes a shot.,The hockey player defends against one shot from the other team.,2,back_translation
149214,Several firefighters stand outside of a building near their firetrucks.,Various firefighters stand outside of a building near their firetrucks.,0,synonym_w2v
396830,A child with a chapel stops with a bat.,A boy who puts a hat aside from a bat.,0,back_translation
130164,A young man tries to balance a teenager on the front of his purple bike.,The boy fell off the bike and landed on his face,2,back_translation
46464,An Amish Zom breaks the earth with the help of its mule team.,A farmer is working hard.,1,back_translation
523877,A family argue while staying at the beach of rocky stones with calm waters.,A family doesn't say anything.,2,back_translation
36451,A man sells bread to an open market.,L'home is making money.,0,back_translation
31931,Some men are lifting up work.,A group of women are at work.,2,back_translation
121372,A man is standing in the checkout line at a computer memory.,The man is at home.,2,synonym_w2v
98631,A crowd of people standing at an Asian gathering.,This is in 2017,1,bert_replacement
182403,A man has removed his shoes while sitting on a bench in the park and watching the fountain.,The man is drunk.,1,bert_replacement
539919,A small boy in a classroom grabs for a wooden box.,a boy is playing chess.,2,bert_replacement
31749,An elderly woman placing a fire.,A woman is lighting a fire.,1,bert_replacement
407832,People enjoy picnics in park on nice warm day.,People enjoy picnics in park on prissy warm day.,1,synonym_w2v
74963,A man checks his equipment during a bicycle ride.,A person has a motorcycle,0,back_translation
502616,Men with one thing on their heads.,Men have something on their heads.,0,back_translation
338576,"A man in a green shirt and red bandanna covering the upper half of his face, is laying in the grass while a pigeon walks along side him.","a man comes in wearing a green shirt and dark red hooded bandanna covering the upper half of his face, he is out laying in the grass watching while a pigeon walks along side him.",0,bert_insertion
104877,Hikers head along a trail surrounded by trees.,most hikers head along a trail surrounded partially by trees.,0,bert_insertion
157044,Group of children wearing swimsuits work in park.,Humans work.,0,bert_replacement
523,A mountain biker jumping a slope outdoors in a forest area.,A mountain biker jumping a gradient out of doors in a forest area.,0,synonym_w2v
531883,A red-haired man in white pants glances at a couple sitting on a step.,The man is staring at a couple.,0,bert_replacement
85363,A boy descends a snowy hill in an inner tube.,A boy slides a great snowy hill,1,back_translation
272526,"Three firemen are standing around their firetrucks, one with a beard is leaning against the firetruck, while the other their are talking to him.",Firemen are all standing around their firetrucks as they are about to head out to a fire.,1,bert_replacement
315625,A dog jumping to play a Frisbee.,The dog is carrying a stick.,2,bert_replacement
266327,Young women play football on the beach.,young women can play football on on the beach.,2,bert_insertion
65052,"Women of dissimilar ethnicity stand in a room, holding red and yellow darts.",Women of different cultural backgrounds enjoy playing darts.,1,synonym_w2v
420103,A girl jumping from one rock to another in a creek.,a girl was jumping from one large rock to another... in a creek.,0,bert_insertion
393259,A woman is making a funny face playing a table game.,A woman is playing sports.,2,back_translation
524718,Two ladies dressed on the evening dress holding their cell phones.,Two women dressed in denim are carrying luggage.,2,back_translation
193425,say a man with a hot dog.,The man is working in a very sterile laboratory.,2,bert_insertion
322201,A large dog and a stray dog stand next to the kitchen counter to investigate.,Two dogs sleep next to the living room door.,2,bert_replacement
202176,soldiers there are washing pans in red stone tubs.,Soldiers wash pans after a meal.,1,bert_insertion
491144,"A group of well-dressed people sitting at a long table, with several bottles of wine on it.",People sit at a table with wine.,0,back_translation
100050,A man and a woman dressed in old fashion dress sit at a table.,People are out.,0,back_translation
184266,A young boy sits in a chair in a bookstore reading a book.,The boy is playing with a toy truck.,2,bert_replacement
52613,A white dog wearing a red harness runs though the woods.,suppose a white dog wearing instead a red harness then runs though the woods.,1,bert_insertion
482015,like a cowboy is trying to rope a bull while kneeling on a horse,A person is riding a horse.,0,bert_insertion
233449,A can blanc is watching a black can jump on a lawn next to a bunch of big rocks.,A dog could be watching another dog play in the yard.,1,back_translation
252526,The photo captures a group of people dressed in period costumes walking down a street as a large crowd of people watch.,The photo conquer a mathematical group of people dressed in time period costumes walking down a street as a large crew of people watch.,2,synonym_w2v
479839,A black dog and a yellow dog with brown spots are staring at each other in the street.,The two dogs have met and are preparing to play.,1,bert_replacement
400923,A man with white shirt and a man with orange shirt and red turban are examining things under microscopes.,Two friends are examining things under microscopes,1,back_translation
162445,Lady with a green mask to the dentist and she just seems very unhappy.,"A lady wears a mask to the dentist, in the waiting room, who seems unhappy",1,back_translation
385043,"A sushi restaurant with a man who cooks while in the background, a man and a boy are sitting at a table.",Some orangs expect them to serve at a sushi restaurant.,1,back_translation
546345,Several mass be standing around a small building with a picture of a white anglo saxon protestant painted on the roof and the side of meat.,Several people are standing.,0,synonym_w2v
405228,A bearded man in a blue work helmet kneels down in a construction zone on the edge of a body of water.,A bearded man in a blue study helmet kneels down in a construction zona on the bound of a body of body of water.,0,synonym_w2v
327690,A father and infant son enjoying themselves at a pool.,a father son and infant son enjoying throwing themselves at swimming a pool.,2,bert_insertion
155955,several men out running down a grass field are wearing numbers painted on the bottom front of their shirts.,A woman is with the men.,2,bert_insertion
94362,A girl and a woman playing with a ball in a pool.,A girl and a woman play with a globe in a pool.,0,synonym_w2v
548403,A young man is in mid-air while the skateboard is in a skate park with people watching him in the background.,A man is doing skateboarding trucks.,0,back_translation
509812,A vernal gentlemen with a blue tie talking into a microphone.,A young woman talks into a microphone,2,synonym_w2v
183823,A man with long gray hairs while wearing a suit is tuning a instrument near some microphones on stands while having nearby musical equipment nearby and as the background.,A person is holding a musical instrument.,0,bert_replacement
149302,a puppy jumps upright on a bed with bright purple sheets.,A dog is jumping indoors.,0,bert_insertion
261859,People sail in a boot over a lot of d',There's a sailboat with the Ladan people.,0,back_translation
265814,"Four people, three girls, a lot of hobbers, are on a boat.",Several men play football in the park.,2,back_translation
276255,"Deuce charwoman with Tye dyed bras, multicolored necklaces, and short denim shorts.",Two hippies hanging out together.,1,synonym_w2v
450757,A young woman follow giving a baby a bathtub.,A young mother puts her daughter in the bathtub.,1,synonym_w2v
163162,Three people are photographed in a boat in a large body of water that is ink the brown color of the photo.,People are out in the open.,0,back_translation
123274,The redheaded woman holds her purse accidentally putting a cigarette in her mouth.,Woman burnt her purse mistakenly accidentally smoking cigarette,1,bert_replacement
532958,A group of men dressed up like pirates stand outside The Cheesecake Factory with signs.,A group of men dressed up like pirates stand outside The Cheesecake Manufactory with sign.,2,synonym_w2v
205092,A man in a black jacket and jean place upright in a workshop occupy with tools.,There is a man standing in an empty building.,2,synonym_w2v
70281,"A woman in a black hat and a black leather jacket, talking to a man with a beard in a black wool jacket.",A woman is talking to a man with a beard.,0,back_translation
327765,A woman in heels holding the arm of a man heading up steps in the snow.,The woman and man are heading down the steps.,2,bert_replacement
271833,A man in green shorts and red helmet taunt a motorcycle.,The motorcycle is rolling down the street.,1,synonym_w2v
541897,A man assume a nighttime colored shirt be holding a swaddled baby who be yawning.,The man is wearing a white shirt.,2,synonym_w2v
538884,A young woman with a short purple shirt and black pants standing in a dry pool in a yoga pose.,She is doing CrossFit.,2,bert_replacement
355060,A young man in white tee-shirt is sitting on the floor of a living room full of luggage.,The woment are playing bridge.,2,bert_replacement
504593,A black woman with a colourful bandanna on her head carrying a sleeping boy in a backpack.,The woman is carrying her bags.,1,bert_replacement
314872,A man and his wife walking hand in hand down the street.,A couple walk by.,0,bert_replacement
112842,Two ladies with aprons were laughing very hard on a very shiny table.,Two ladies are wearing aprons.,0,bert_replacement
309980,a beautiful man is taking a picture with a big camera.,The man is taking a picture of the beach.,1,bert_insertion
487299,"Men, surrounded by nature, are riding their bikes.",Multiple people riding their bikes on a nature trail.,0,bert_replacement
148938,"A street girl, in an orange and yellowish green dress, has a hello kitty ball with her right hand.",A girl is outside holding a ball.,0,back_translation
137244,A man riding a dirt bike climbs a hill in mud.,A man rides a succis bike to a hill in Mexico.,1,back_translation
504112,A man is standing in a park by a path holding a golf racket in front of him.,A man is standing in a park by a path holding a golf racket ahead of him,0,bert_replacement
134458,A line of people birth form nether a sign while other people lie on the ground.,Some humans.,0,synonym_w2v
56266,"A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a green shirt and jeans ride bikes with training wheels down a sidewalk.","A boy wearing a bike helmet, jeans, and a striped shirt and a girl wearing a greenish shirt and jeans ride bikes with education wheels drink down a pavement.",2,synonym_w2v
41572,A man pulling a rope because of very blue water.,The man is throwing a rope into blue water.,2,bert_replacement
46715,A man in black t-shirt looking down while he has a drink.,A man is disappointed with the drink he's had.,1,back_translation
401639,"The plate with the cheeseburger has a knife, fork, and spoon, while the home base with the club sandwich does non.",The club sandwich looks delicious,1,synonym_w2v
277562,"Surrounded by spectators, a man in red shirt, white pants and viewfinder, swings a golf club.",A male golfer in uniform gets a whole in one as the spectators observe.,1,back_translation
436550,A small black child is holding up a poster among many other children.,A small black minor be holding up a poster among many early children.,2,synonym_w2v
514899,a lone female harp player typically peers through the middle of her musical instrument while performing.,A woman is swimming in a lake.,2,bert_insertion
373590,Protest march through a park with signs.,People protest homosexual marriage.,1,back_translation
410929,"People viewing a sculpture with a man without a face, someone with a suit, tie, glasses and a hat holding a multi color umbrella",A sculpture does not have a face.,0,bert_replacement
365602,Four people are riding in a bright orange boat wearing life vests and white helmets.,Four people are riding in a bright orange sauceboat wearing life time vest and white helmet.,2,synonym_w2v
61326,Four guys in white lab coats with lockers in the background knowledge hold something on flaming.,Four scientist working at a lab are starting a fire,0,synonym_w2v
408289,A brown dog lays on the concrete in front of a doorway beside a red box on a pedestal.,A dog lays on the concrete near its home.,1,bert_replacement
547305,man is sitting in blue chair next two pieces of wood,man personify sitting in blue chair next two pieces of wood,1,synonym_w2v
540329,A four person band is practicing in a church.,A trio of singers sing for parishioners.,2,bert_replacement
238730,Person in a yellow shirt over black shorts stretching on a bridge.,Person in yellow shirt met accident on a bridge.,2,bert_replacement
313908,A group of blond-haired white boys looking lost as they walk down the street.,A group of blond - haired white boys look lost as they take the air down the street.,2,synonym_w2v
96827,A band of older adults plays on a street with a crossing sign just behind them.,a band of older adults softly plays carry on from a main street with a crossing sign just behind them.,0,bert_insertion
175223,A kid plays in a bounce house.,The lot liked the cowboys.,1,back_translation
466497,"A woman is sitting on the ground, facing a stone structure, matching.","A woman is standing in front of a stone structure, speaking.",2,back_translation
